Time_in_ms	MagX	MagY	MagZ	Bearing
12864410	-89.59	-30.05	115.68	198.54
12864690	-89.59	-36.37	106.61	202.10
12864969	-85.04	-44.28	104.34	207.51
12865249	-94.15	-34.79	122.48	200.28
12865528	-69.85	-34.79	95.27	206.48
12865807	-86.56	-39.54	102.07	204.55
12866085	-88.07	-44.28	108.87	206.69
12866366	-82.00	-34.79	86.19	202.99
12866646	-78.96	-37.95	99.80	205.67
12866926	-88.07	-44.28	113.41	206.69
12867206	-86.56	-30.05	106.61	199.14
12867484	-97.19	-50.61	99.80	207.51
12867763	-89.59	-30.05	102.07	198.54
12868043	-86.56	-42.70	106.61	206.26
12868322	-104.78	-42.70	97.53	202.17
12868601	-95.67	-52.19	102.07	208.61
12868881	-94.15	-50.61	113.41	208.26
12869160	-89.59	-49.02	97.53	208.69
12869440	-86.56	-61.68	83.92	215.47
12869718	-92.63	-42.70	124.75	204.75
12869998	-83.52	-45.86	106.61	208.77
12870278	-92.63	-64.84	102.07	214.99
12870557	-86.56	-52.19	115.68	211.09
12870837	-103.26	-69.58	108.87	213.97
12871116	-86.56	-64.84	115.68	216.84
12871396	-100.22	-63.26	99.80	212.26
12871678	-97.19	-53.77	108.87	208.95
12871958	-75.93	-66.42	122.48	221.18
12872238	-83.52	-83.81	124.75	225.10
12872517	-97.19	-63.26	108.87	213.06
12872797	-106.30	-75.91	117.95	215.53
12873075	-98.70	-86.98	115.68	221.39
12873355	-98.70	-93.30	129.29	223.39
12873636	-89.59	-105.95	111.14	229.78
12873916	-98.70	-90.14	124.75	222.40
12874194	-92.63	-93.30	115.68	225.21
12874474	-98.70	-99.63	120.22	225.27
12874754	-94.15	-94.88	122.48	225.22
12875032	-106.30	-101.21	117.95	223.60
12875313	-97.19	-104.37	127.02	227.04
12875591	-101.74	-93.30	138.36	222.52
12875871	-92.63	-102.79	120.22	227.98
12876150	-94.15	-98.05	117.95	226.16
12876430	-97.19	-94.88	104.34	224.31
12876709	-101.74	-102.79	124.75	225.29
12876990	-91.11	-98.05	131.56	227.10
12877272	-107.81	-96.47	124.75	221.82
12877552	-98.70	-99.63	124.75	225.27
12877832	-94.15	-101.21	113.41	227.07
12878110	-94.15	-98.05	108.87	226.16
12878388	-94.15	-101.21	113.41	227.07
12878667	-98.70	-99.63	106.61	225.27
12878950	-94.15	-104.37	104.34	227.95
12879229	-110.85	-112.28	120.22	225.37
12879509	-109.33	-113.86	113.41	226.16
12879790	-101.74	-99.63	106.61	224.40
12880069	-94.15	-110.70	117.95	229.62
12880350	-101.74	-102.79	120.22	225.29
12880633	-103.26	-98.05	113.41	223.52
12880913	-95.67	-99.63	115.68	226.16
12881192	-92.63	-93.30	133.82	225.21
12881473	-88.07	-88.56	122.48	225.16
12881753	-95.67	-99.63	129.29	226.16
12882032	-92.63	-80.65	120.22	221.05
12882311	-97.19	-101.21	117.95	226.16
12882591	-95.67	-93.30	124.75	224.28
12882871	-103.26	-88.56	117.95	220.62
12883151	-101.74	-93.30	124.75	222.52
12883431	-94.15	-104.37	113.41	227.95
12883710	-100.22	-94.88	104.34	223.43
12883995	-106.30	-91.72	122.48	220.79
12884276	-109.33	-91.72	122.48	219.99
12884555	-98.70	-99.63	102.07	225.27
12884834	-89.59	-90.14	115.68	225.17
12885113	-94.15	-91.72	117.95	224.25
12885393	-103.26	-101.21	117.95	224.43
12885670	-100.22	-94.88	108.87	223.43
12885949	-101.74	-105.95	124.75	226.16
12886228	-91.11	-117.02	113.41	232.10
12886508	-97.19	-113.86	90.73	229.52
12886787	-94.15	-101.21	108.87	227.07
12887066	-89.59	-102.79	111.14	228.92
12887345	-92.63	-102.79	133.82	227.98
12887623	-100.22	-104.37	104.34	226.16
12887905	-104.78	-86.98	106.61	219.70
12888184	-112.37	-98.05	117.95	221.11
12888464	-103.26	-88.56	108.87	220.62
12888743	-98.70	-83.81	129.29	220.34
12889023	-100.22	-91.72	104.34	222.46
12889303	-89.59	-102.79	111.14	228.92
12889581	-101.74	-93.30	129.29	222.52
12889862	-95.67	-90.14	120.22	223.30
12890140	-104.78	-96.47	102.07	222.63
12890420	-92.63	-83.81	97.53	222.14
12890699	-95.67	-83.81	120.22	221.22
12890979	-95.67	-93.30	124.75	224.28
12891258	-80.48	-83.81	115.68	226.16
12891540	-98.70	-90.14	106.61	222.40
12891820	-106.30	-75.91	127.02	215.53
12892099	-97.19	-82.23	117.95	220.24
12892378	-92.63	-83.81	115.68	222.14
12892657	-98.70	-96.47	120.22	224.34
12892937	-107.81	-90.14	129.29	219.90
12893218	-100.22	-85.40	131.56	220.43
12893497	-97.19	-85.40	104.34	221.31
12893776	-97.19	-104.37	117.95	227.04
12894054	-94.15	-94.88	108.87	225.22
12894332	-97.19	-107.54	113.41	227.89
12894611	-91.11	-94.88	117.95	226.16
12894891	-100.22	-104.37	136.09	226.16
12895172	-91.11	-107.54	117.95	229.73
12895452	-95.67	-109.12	88.46	228.76
12895731	-95.67	-102.79	106.61	227.06
12896012	-97.19	-85.40	117.95	221.31
12896289	-98.70	-96.47	106.61	224.34
12896569	-92.63	-105.95	115.68	228.84
12896850	-89.59	-109.12	106.61	230.61
12897129	-89.59	-102.79	129.29	228.92
12897409	-98.70	-109.12	111.14	227.87
12897688	-91.11	-107.54	117.95	229.73
12897969	-97.19	-104.37	127.02	227.04
12898248	-88.07	-88.56	108.87	225.16
12898528	-89.59	-102.79	111.14	228.92
12898810	-100.22	-107.54	122.48	227.02
12899090	-107.81	-99.63	129.29	222.74
12899368	-97.19	-101.21	122.48	226.16
12899648	-94.15	-107.54	122.48	228.80
12899927	-103.26	-110.70	113.41	226.99
12900206	-104.78	-90.14	120.22	220.71
12900489	-88.07	-117.02	104.34	233.03
12900768	-97.19	-101.21	113.41	226.16
12901048	-103.26	-98.05	113.41	223.52
12901328	-103.26	-101.21	127.02	224.43
12901608	-95.67	-112.28	115.68	229.57
12901888	-88.07	-98.05	122.48	228.07
12902166	-100.22	-107.54	108.87	227.02
12902444	-97.19	-107.54	127.02	227.89
12902724	-106.30	-94.88	108.87	221.75
12903004	-98.70	-96.47	129.29	224.34
12903283	-97.19	-94.88	108.87	224.31
12903563	-101.74	-93.30	138.36	222.52
12903842	-101.74	-105.95	129.29	226.16
12904125	-91.11	-104.37	108.87	228.88
12904404	-97.19	-101.21	108.87	226.16
12904684	-98.70	-112.28	115.68	228.68
12904964	-98.70	-105.95	129.29	227.03
12905242	-86.56	-99.63	115.68	229.02
12905522	-100.22	-101.21	113.41	225.28
12905798	-92.63	-102.79	129.29	227.98
12906078	-97.19	-104.37	140.63	227.04
12906356	-89.59	-93.30	138.36	226.16
12906637	-92.63	-102.79	124.75	227.98
12906916	-95.67	-99.63	124.75	226.16
12907196	-100.22	-110.70	122.48	227.84
12907475	-91.11	-104.37	113.41	228.88
12907758	-85.04	-110.70	104.34	232.47
12908038	-112.37	-117.02	127.02	226.16
12908317	-97.19	-104.37	127.02	227.04
12908598	-92.63	-99.63	106.61	227.08
12908877	-94.15	-98.05	122.48	226.16
12909157	-92.63	-102.79	106.61	227.98
12909440	-92.63	-102.79	120.22	227.98
12909719	-100.22	-104.37	122.48	226.16
12909999	-83.52	-105.95	115.68	231.75
12910279	-95.67	-99.63	111.14	226.16
12910557	-94.15	-104.37	122.48	227.95
12910848	-89.59	-96.47	120.22	227.12
12911126	-94.15	-104.37	140.63	227.95
12911409	-100.22	-110.70	122.48	227.84
12911688	-104.78	-90.14	120.22	220.71
12911968	-100.22	-101.21	117.95	225.28
12912247	-101.74	-99.63	115.68	224.40
12912527	-92.63	-115.44	129.29	231.26
12912806	-85.04	-98.05	117.95	229.06
12913088	-94.15	-101.21	99.80	227.07
12913368	-104.78	-96.47	129.29	222.63
12913646	-98.70	-109.12	111.14	227.87
12913926	-88.07	-94.88	99.80	227.13
12914205	-98.70	-93.30	129.29	223.39
12914484	-100.22	-91.72	122.48	222.46
12914765	-86.56	-102.79	115.68	229.90
12915045	-94.15	-101.21	127.02	227.07
12915324	-103.26	-94.88	95.27	222.58
12915604	-103.26	-101.21	104.34	224.43
12915883	-92.63	-105.95	120.22	228.84
12916161	-95.67	-99.63	120.22	226.16
12916441	-89.59	-90.14	124.75	225.17
12916723	-95.67	-96.47	102.07	225.24
12917003	-107.81	-80.65	97.53	216.80
12917282	-95.67	-90.14	111.14	223.30
12917562	-97.19	-98.05	117.95	225.25
12917840	-97.19	-98.05	122.48	225.25
12918119	-89.59	-93.30	120.22	226.16
12918398	-98.70	-96.47	120.22	224.34
12918678	-106.30	-94.88	108.87	221.75
12918957	-86.56	-90.14	102.07	226.16
12919236	-118.44	-94.88	122.48	218.70
12919515	-101.74	-102.79	138.36	225.29
12919793	-103.26	-104.37	122.48	225.31
12920072	-89.59	-99.63	124.75	228.04
12920353	-89.59	-109.12	115.68	230.61
12920634	-98.70	-102.79	115.68	226.16
12920913	-98.70	-86.98	124.75	221.39
12921193	-88.07	-98.05	113.41	228.07
12921474	-86.56	-77.49	124.75	221.84
12921753	-86.56	-83.81	133.82	224.08
12922036	-95.67	-80.65	133.82	220.13
12922316	-98.70	-71.16	111.14	215.79
12922596	-97.19	-82.23	131.56	220.24
12922876	-94.15	-75.91	113.41	218.88
12923157	-98.70	-86.98	111.14	221.39
12923437	-82.00	-69.58	122.48	220.32
12923717	-77.44	-80.65	124.75	226.16
12924000	-98.70	-74.33	124.75	216.98
12924280	-98.70	-80.65	115.68	219.25
12924561	-100.22	-75.91	122.48	217.14
12924841	-92.63	-58.51	102.07	212.28
12925122	-91.11	-75.91	113.41	219.80
12925403	-94.15	-72.74	113.41	217.69
12925685	-109.33	-82.23	113.41	216.95
12925966	-110.85	-83.81	115.68	217.09
12926245	-109.33	-88.56	127.02	219.01
12926525	-113.89	-86.98	120.22	217.37
12926804	-106.30	-98.05	117.95	222.69
12927082	-113.89	-86.98	120.22	217.37
12927364	-91.11	-91.72	131.56	225.19
12927643	-101.74	-86.98	124.75	220.53
12927923	-91.11	-91.72	113.41	225.19
12928201	-104.78	-99.63	120.22	223.56
12928481	-101.74	-99.63	97.53	224.40
12928759	-97.19	-104.37	117.95	227.04
12929037	-98.70	-102.79	120.22	226.16
12929317	-98.70	-99.63	115.68	225.27
12929597	-95.67	-118.61	120.22	231.11
12929876	-97.19	-110.70	136.09	228.72
12930157	-106.30	-101.21	127.02	223.60
12930437	-98.70	-102.79	129.29	226.16
12930717	-106.30	-101.21	122.48	223.60
12931000	-101.74	-105.95	106.61	226.16
12931280	-100.22	-101.21	113.41	225.28
12931561	-94.15	-98.05	117.95	226.16
12931841	-106.30	-88.56	104.34	219.80
12932120	-100.22	-91.72	104.34	222.46
12932400	-94.15	-94.88	117.95	225.22
12932678	-98.70	-83.81	97.53	220.34
12932959	-88.07	-104.37	113.41	229.84
12933238	-106.30	-98.05	122.48	222.69
12933518	-101.74	-102.79	97.53	225.29
12933796	-115.41	-85.40	99.80	216.50
12934076	-101.74	-99.63	111.14	224.40
12934355	-95.67	-102.79	120.22	227.06
12934637	-95.67	-102.79	115.68	227.06
12934918	-92.63	-99.63	129.29	227.08
12935196	-88.07	-107.54	117.95	230.68
12935475	-95.67	-96.47	115.68	225.24
12935755	-100.22	-91.72	131.56	222.46
12936035	-95.67	-90.14	120.22	223.30
12936314	-94.15	-101.21	131.56	227.07
12936596	-101.74	-80.65	115.68	218.40
12936876	-92.63	-99.63	111.14	227.08
12937155	-107.81	-83.81	120.22	217.86
12937435	-86.56	-90.14	111.14	226.16
12937713	-100.22	-79.07	117.95	218.27
12937991	-103.26	-85.40	108.87	219.59
12938272	-95.67	-86.98	106.61	222.28
12938552	-94.15	-85.40	95.27	222.21
12938830	-98.70	-105.95	115.68	227.03
12939110	-104.78	-105.95	115.68	225.32
12939388	-82.00	-94.88	122.48	229.17
12939666	-95.67	-86.98	102.07	222.28
12939948	-103.26	-104.37	99.80	225.31
12940227	-101.74	-99.63	120.22	224.40
12940507	-103.26	-101.21	122.48	224.43
12940786	-94.15	-101.21	122.48	227.07
12941066	-101.74	-99.63	120.22	224.40
12941346	-112.37	-113.86	127.02	225.38
12941627	-97.19	-104.37	122.48	227.04
12941910	-89.59	-112.28	115.68	231.41
12942189	-100.22	-104.37	108.87	226.16
12942470	-95.67	-105.95	129.29	227.92
12942749	-104.78	-102.79	120.22	224.45
12943028	-97.19	-98.05	127.02	225.25
12943307	-95.67	-105.95	124.75	227.92
12943588	-112.37	-104.37	122.48	222.89
12943867	-89.59	-99.63	115.68	228.04
12944147	-95.67	-109.12	115.68	228.76
12944428	-94.15	-94.88	131.56	225.22
12944707	-94.15	-91.72	131.56	224.25
12944988	-104.78	-102.79	138.36	224.45
12945268	-97.19	-104.37	108.87	227.04
12945558	-104.78	-93.30	120.22	221.68
12945845	-98.70	-105.95	129.29	227.03
12946124	-109.33	-101.21	113.41	222.79
12946404	-98.70	-96.47	115.68	224.34
12946683	-92.63	-96.47	111.14	226.16
12946963	-100.22	-98.05	108.87	224.37
12947245	-97.19	-104.37	122.48	227.04
12947524	-104.78	-99.63	120.22	223.56
12947803	-104.78	-102.79	102.07	224.45
12948080	-100.22	-107.54	136.09	227.02
12948361	-97.19	-113.86	131.56	229.52
12948640	-95.67	-112.28	129.29	229.57
12948923	-95.67	-102.79	111.14	227.06
12949202	-98.70	-102.79	129.29	226.16
12949482	-109.33	-101.21	131.56	222.79
12949763	-94.15	-88.56	113.41	223.25
12950041	-89.59	-99.63	111.14	228.04
12950320	-94.15	-94.88	99.80	225.22
12950598	-98.70	-102.79	102.07	226.16
12950879	-91.11	-104.37	104.34	228.88
12951158	-106.30	-117.02	99.80	227.75
12951438	-101.74	-109.12	106.61	227.00
12951717	-98.70	-112.28	124.75	228.68
12951997	-98.70	-112.28	120.22	228.68
12952275	-109.33	-113.86	113.41	226.16
12952558	-89.59	-109.12	111.14	230.61
12952837	-91.11	-104.37	108.87	228.88
12953116	-97.19	-104.37	113.41	227.04
12953396	-101.74	-109.12	115.68	227.00
12953675	-112.37	-91.72	122.48	219.22
12953955	-97.19	-98.05	127.02	225.25
12954234	-100.22	-101.21	131.56	225.28
12954516	-106.30	-98.05	117.95	222.69
12954796	-103.26	-94.88	127.02	222.58
12955074	-101.74	-109.12	129.29	227.00
12955352	-88.07	-94.88	117.95	227.13
12955631	-94.15	-88.56	131.56	223.25
12955911	-107.81	-99.63	111.14	222.74
12956193	-98.70	-96.47	111.14	224.34
12956473	-101.74	-96.47	106.61	223.48
12956752	-101.74	-112.28	120.22	227.82
12957032	-106.30	-101.21	127.02	223.60
12957310	-97.19	-101.21	131.56	226.16
12957589	-100.22	-107.54	117.95	227.02
12957870	-103.26	-91.72	117.95	221.61
12958149	-94.15	-98.05	122.48	226.16
12958429	-98.70	-109.12	115.68	227.87
12958708	-98.70	-99.63	120.22	225.27
12958988	-98.70	-93.30	120.22	223.39
12959266	-95.67	-80.65	93.00	220.13
12959545	-92.63	-102.79	115.68	227.98
12959825	-98.70	-99.63	129.29	225.27
12960105	-112.37	-104.37	117.95	222.89
12960385	-95.67	-90.14	115.68	223.30
12960664	-98.70	-102.79	115.68	226.16
12960944	-94.15	-91.72	122.48	224.25
12961222	-113.89	-105.95	147.43	222.93
12961503	-98.70	-105.95	111.14	227.03
12961781	-113.89	-105.95	111.14	222.93
12962061	-101.74	-105.95	115.68	226.16
12962340	-107.81	-115.44	120.22	226.96
12962620	-101.74	-99.63	129.29	224.40
12962899	-94.15	-113.86	117.95	230.41
12963180	-97.19	-110.70	108.87	228.72
12963462	-107.81	-102.79	129.29	223.63
12963742	-94.15	-85.40	117.95	222.21
12964020	-104.78	-102.79	120.22	224.45
12964298	-100.22	-113.86	113.41	228.65
12964578	-97.19	-94.88	117.95	224.31
12964857	-103.26	-91.72	117.95	221.61
12965140	-100.22	-104.37	113.41	226.16
12965420	-89.59	-93.30	115.68	226.16
12965699	-97.19	-104.37	117.95	227.04
12965979	-97.19	-98.05	113.41	225.25
12966258	-89.59	-105.95	120.22	229.78
12966537	-89.59	-102.79	120.22	228.92
12966818	-100.22	-91.72	117.95	222.46
12967096	-97.19	-98.05	99.80	225.25
12967375	-95.67	-93.30	120.22	224.28
12967654	-95.67	-102.79	129.29	227.06
12967933	-88.07	-98.05	113.41	228.07
12968212	-100.22	-104.37	113.41	226.16
12968491	-92.63	-105.95	106.61	228.84
12968771	-101.74	-99.63	129.29	224.40
12969051	-97.19	-113.86	117.95	229.52
12969330	-91.11	-113.86	122.48	231.33
12969610	-101.74	-112.28	115.68	227.82
12969889	-109.33	-117.02	122.48	226.95
12970168	-83.52	-109.12	120.22	232.57
12970450	-94.15	-101.21	131.56	227.07
12970729	-97.19	-104.37	117.95	227.04
12971009	-95.67	-105.95	120.22	227.92
12971288	-101.74	-96.47	133.82	223.48
12971569	-109.33	-98.05	113.41	221.88
12971848	-110.85	-90.14	115.68	219.12
12972128	-91.11	-72.74	136.09	218.60
12972409	-91.11	-98.05	108.87	227.10
12972689	-107.81	-99.63	102.07	222.74
12972969	-103.26	-85.40	113.41	219.59
12973249	-89.59	-83.81	124.75	223.09
12973527	-98.70	-80.65	115.68	219.25
12973805	-103.26	-94.88	122.48	222.58
12974086	-97.19	-91.72	127.02	223.34
12974365	-101.74	-83.81	102.07	219.48
12974645	-89.59	-99.63	124.75	228.04
12974924	-107.81	-83.81	102.07	217.86
12975203	-95.67	-86.98	106.61	222.28
12975480	-88.07	-72.74	122.48	219.55
12975760	-109.33	-94.88	113.41	220.95
12976041	-94.15	-88.56	117.95	223.25
12976321	-100.22	-94.88	99.80	223.43
12976601	-101.74	-90.14	106.61	221.54
12976880	-95.67	-102.79	129.29	227.06
12977160	-94.15	-94.88	127.02	225.22
12977437	-94.15	-98.05	108.87	226.16
12977717	-103.26	-85.40	122.48	219.59
12977996	-97.19	-98.05	127.02	225.25
12978276	-98.70	-109.12	111.14	227.87
12978555	-103.26	-107.54	131.56	226.16
12978835	-109.33	-91.72	104.34	219.99
12979115	-92.63	-96.47	129.29	226.16
12979397	-101.74	-105.95	102.07	226.16
12979678	-85.04	-94.88	127.02	228.13
12979957	-95.67	-105.95	106.61	227.92
12980236	-94.15	-88.56	127.02	223.25
12980514	-85.04	-72.74	122.48	220.55
12980794	-101.74	-83.81	124.75	219.48
12981073	-94.15	-88.56	117.95	223.25
12981362	-112.37	-88.56	108.87	218.24
12981642	-86.56	-74.33	120.22	220.65
12981920	-95.67	-86.98	124.75	222.28
12982200	-104.78	-90.14	115.68	220.71
12982479	-107.81	-71.16	115.68	213.43
12982760	-109.33	-88.56	127.02	219.01
12983042	-97.19	-82.23	95.27	220.24
12983321	-112.37	-98.05	117.95	221.11
12983601	-104.78	-86.98	120.22	219.70
12983879	-89.59	-90.14	138.36	225.17
12984159	-100.22	-88.56	122.48	221.46
12984437	-104.78	-90.14	124.75	220.71
12984716	-104.78	-99.63	115.68	223.56
12984996	-100.22	-79.07	127.02	218.27
12985276	-97.19	-88.56	99.80	222.34
12985555	-88.07	-91.72	108.87	226.16
12985834	-101.74	-90.14	111.14	221.54
12986112	-97.19	-101.21	108.87	226.16
12986391	-100.22	-107.54	122.48	227.02
12986672	-86.56	-99.63	115.68	229.02
12986950	-97.19	-101.21	117.95	226.16
12987230	-103.26	-123.35	113.41	230.07
12987509	-89.59	-109.12	111.14	230.61
12987788	-89.59	-99.63	111.14	228.04
12988065	-103.26	-110.70	117.95	226.99
12988345	-103.26	-94.88	127.02	222.58
12988627	-95.67	-102.79	120.22	227.06
12988908	-112.37	-101.21	99.80	222.01
12989188	-94.15	-120.19	136.09	231.93
12989467	-103.26	-94.88	113.41	222.58
12989748	-98.70	-96.47	102.07	224.34
12990027	-95.67	-102.79	133.82	227.06
12990309	-98.70	-102.79	115.68	226.16
12990588	-94.15	-101.21	122.48	227.07
12990868	-98.70	-99.63	111.14	225.27
12991147	-91.11	-91.72	127.02	225.19
12991426	-98.70	-86.98	124.75	221.39
12991706	-94.15	-91.72	108.87	224.25
12991987	-103.26	-82.23	117.95	218.53
12992267	-100.22	-75.91	122.48	217.14
12992546	-101.74	-83.81	115.68	219.48
12992826	-94.15	-91.72	122.48	224.25
12993105	-101.74	-86.98	115.68	220.53
12993385	-94.15	-85.40	122.48	222.21
12993662	-104.78	-83.81	129.29	218.66
12993944	-91.11	-82.23	108.87	222.07
12994224	-100.22	-82.23	108.87	219.37
12994503	-98.70	-71.16	115.68	215.79
12994784	-106.30	-79.07	113.41	216.64
12995063	-95.67	-83.81	120.22	221.22
12995343	-94.15	-91.72	136.09	224.25
12995625	-103.26	-91.72	113.41	221.61
12995905	-94.15	-82.23	117.95	221.14
12996185	-101.74	-86.98	115.68	220.53
12996464	-113.89	-93.30	97.53	219.33
12996743	-97.19	-91.72	99.80	223.34
12997022	-91.11	-91.72	108.87	225.19
12997302	-106.30	-88.56	113.41	219.80
12997583	-91.11	-94.88	113.41	226.16
12997862	-94.15	-110.70	122.48	229.62
12998141	-100.22	-98.05	99.80	224.37
12998420	-104.78	-90.14	138.36	220.71
12998697	-94.15	-88.56	117.95	223.25
12998977	-92.63	-102.79	129.29	227.98
12999258	-101.74	-93.30	129.29	222.52
12999537	-94.15	-88.56	127.02	223.25
12999817	-103.26	-98.05	113.41	223.52
13000096	-98.70	-102.79	120.22	226.16
13000376	-98.70	-99.63	129.29	225.27
13000654	-94.15	-104.37	117.95	227.95
13000934	-85.04	-101.21	131.56	229.96
13001214	-103.26	-82.23	127.02	218.53
13001494	-95.67	-80.65	102.07	220.13
13001774	-97.19	-101.21	104.34	226.16
13002053	-92.63	-105.95	120.22	228.84
13002333	-103.26	-82.23	140.63	218.53
13002612	-97.19	-82.23	122.48	220.24
13002894	-89.59	-83.81	115.68	223.09
13003172	-101.74	-93.30	111.14	222.52
13003450	-89.59	-86.98	120.22	224.15
13003729	-95.67	-102.79	129.29	227.06
13004009	-104.78	-102.79	124.75	224.45
13004289	-86.56	-86.98	111.14	225.14
13004570	-101.74	-105.95	133.82	226.16
13004850	-98.70	-86.98	120.22	221.39
13005126	-101.74	-90.14	142.90	221.54
13005406	-97.19	-104.37	131.56	227.04
13005685	-97.19	-120.19	113.41	231.04
13005965	-95.67	-105.95	133.82	227.92
13006244	-106.30	-117.02	108.87	227.75
13006527	-97.19	-104.37	113.41	227.04
13006807	-101.74	-109.12	129.29	227.00
13007086	-109.33	-104.37	136.09	223.67
13007365	-95.67	-105.95	124.75	227.92
13007643	-94.15	-98.05	122.48	226.16
13007923	-88.07	-94.88	136.09	227.13
13008204	-106.30	-101.21	113.41	223.60
13008485	-91.11	-94.88	104.34	226.16
13008764	-94.15	-104.37	117.95	227.95
13009044	-88.07	-88.56	127.02	225.16
13009324	-97.19	-82.23	113.41	220.24
13009602	-86.56	-96.47	133.82	228.10
13009881	-100.22	-98.05	127.02	224.37
13010161	-89.59	-90.14	120.22	225.17
13010441	-104.78	-102.79	120.22	224.45
13010720	-89.59	-105.95	120.22	229.78
13011000	-94.15	-104.37	122.48	227.95
13011279	-94.15	-117.02	122.48	231.18
13011560	-94.15	-98.05	136.09	226.16
13011842	-91.11	-101.21	113.41	228.01
13012122	-94.15	-110.70	108.87	229.62
13012402	-107.81	-99.63	142.90	222.74
13012680	-97.19	-91.72	108.87	223.34
13012961	-101.74	-96.47	124.75	223.48
13013240	-86.56	-105.95	115.68	230.75
13013520	-91.11	-110.70	117.95	230.54
13013803	-103.26	-107.54	117.95	226.16
13014083	-95.67	-96.47	106.61	225.24
13014363	-104.78	-105.95	120.22	225.32
13014642	-100.22	-104.37	104.34	226.16
13014923	-103.26	-107.54	131.56	226.16
13015202	-97.19	-94.88	136.09	224.31
13015485	-95.67	-96.47	120.22	225.24
13015764	-94.15	-79.07	131.56	220.03
13016044	-107.81	-102.79	124.75	223.63
13016324	-88.07	-101.21	122.48	228.97
13016602	-94.15	-94.88	122.48	225.22
13016888	-97.19	-104.37	117.95	227.04
13017169	-95.67	-93.30	111.14	224.28
13017449	-103.26	-85.40	113.41	219.59
13017729	-89.59	-99.63	133.82	228.04
13018006	-101.74	-96.47	120.22	223.48
13018286	-119.96	-99.63	133.82	219.71
13018565	-92.63	-90.14	120.22	224.22
13018845	-91.11	-104.37	140.63	228.88
13019127	-94.15	-113.86	136.09	230.41
13019407	-94.15	-98.05	122.48	226.16
13019686	-88.07	-94.88	99.80	227.13
13019965	-106.30	-104.37	122.48	224.48
13020244	-104.78	-109.12	138.36	226.16
13020523	-100.22	-91.72	113.41	222.46
13020804	-101.74	-99.63	115.68	224.40
13021083	-97.19	-94.88	140.63	224.31
13021363	-95.67	-105.95	97.53	227.92
13021642	-104.78	-93.30	124.75	221.68
13021922	-86.56	-115.44	120.22	233.14
13022201	-92.63	-102.79	111.14	227.98
13022480	-95.67	-112.28	129.29	229.57
13022760	-98.70	-99.63	129.29	225.27
13023040	-98.70	-115.44	111.14	229.47
13023320	-103.26	-98.05	127.02	223.52
13023599	-94.15	-101.21	127.02	227.07
13023879	-101.74	-99.63	115.68	224.40
13024158	-91.11	-101.21	122.48	228.01
13024441	-98.70	-109.12	115.68	227.87
13024720	-97.19	-120.19	117.95	231.04
13025000	-106.30	-85.40	117.95	218.78
13025278	-113.89	-102.79	133.82	222.07
13025557	-95.67	-93.30	129.29	224.28
13025837	-92.63	-105.95	115.68	228.84
13026119	-92.63	-90.14	129.29	224.22
13026399	-101.74	-102.79	120.22	225.29
13026678	-109.33	-91.72	108.87	219.99
13026958	-97.19	-104.37	127.02	227.04
13027237	-88.07	-88.56	122.48	225.16
13027516	-103.26	-107.54	113.41	226.16
13027793	-94.15	-104.37	113.41	227.95
13028076	-88.07	-104.37	117.95	229.84
13028356	-92.63	-99.63	120.22	227.08
13028634	-107.81	-102.79	133.82	223.63
13028914	-100.22	-85.40	145.17	220.43
13029193	-100.22	-101.21	122.48	225.28
13029472	-86.56	-96.47	115.68	228.10
13029752	-104.78	-96.47	120.22	222.63
13030032	-101.74	-105.95	111.14	226.16
13030311	-103.26	-98.05	127.02	223.52
13030591	-97.19	-101.21	99.80	226.16
13030872	-104.78	-105.95	115.68	225.32
13031151	-104.78	-99.63	115.68	223.56
13031431	-112.37	-82.23	113.41	216.20
13031712	-95.67	-99.63	124.75	226.16
13031992	-100.22	-98.05	113.41	224.37
13032270	-97.19	-107.54	122.48	227.89
13032550	-88.07	-101.21	131.56	228.97
13032828	-97.19	-88.56	122.48	222.34
13033108	-97.19	-91.72	127.02	223.34
13033390	-103.26	-94.88	136.09	222.58
13033669	-109.33	-104.37	117.95	223.67
13033949	-101.74	-102.79	129.29	225.29
13034227	-94.15	-104.37	127.02	227.95
13034505	-92.63	-99.63	129.29	227.08
13034783	-101.74	-109.12	115.68	227.00
13035066	-98.70	-99.63	120.22	225.27
13035345	-92.63	-90.14	115.68	224.22
13035625	-94.15	-107.54	122.48	228.80
13035905	-106.30	-88.56	127.02	219.80
13036185	-101.74	-96.47	124.75	223.48
13036464	-98.70	-90.14	120.22	222.40
13036741	-95.67	-99.63	133.82	226.16
13037023	-94.15	-85.40	136.09	222.21
13037302	-101.74	-90.14	102.07	221.54
13037582	-91.11	-91.72	127.02	225.19
13037861	-91.11	-85.40	104.34	223.15
13038141	-95.67	-80.65	120.22	220.13
13038419	-100.22	-98.05	113.41	224.37
13038701	-97.19	-85.40	113.41	221.31
13038979	-95.67	-86.98	106.61	222.28
13039259	-104.78	-96.47	124.75	222.63
13039539	-106.30	-85.40	117.95	218.78
13039818	-97.19	-82.23	127.02	220.24
13040098	-92.63	-83.81	111.14	222.14
13040378	-101.74	-83.81	138.36	219.48
13040660	-97.19	-91.72	117.95	223.34
13040941	-110.85	-80.65	115.68	216.04
13041219	-100.22	-98.05	117.95	224.37
13041497	-107.81	-68.00	102.07	212.24
13041777	-101.74	-86.98	120.22	220.53
